feature,dataset,context,cutoff,Fold,Avg Precision,Avg Recall,Avg F1,Avg pr time,Avg rec time
attrs,Mixed,0.2,5,fold_1,27.27272727,19.56709957,22.46359701,0.051595406,11.86529415
attrs,Mixed,0.2,5,fold_2,26.66666667,15.39225589,19.38578089,0.050290473,12.10476238
attrs,Mixed,0.2,5,fold_3,42.85714286,37.27605728,35.87842713,0.050990241,18.70542727
attrs,Mixed,0.2,5,fold_4,37.33333333,26.16065416,29.06974507,0.051766316,14.67830397
attrs,Mixed,0.2,5,fold_5,33.33333333,25.28439153,28.16896067,0.049443722,13.09965434
attrs,Mixed,0.2,10,fold_1,38.18181818,46.54925882,40.92188826,0.050275239,13.25125794
attrs,Mixed,0.2,10,fold_2,28.66666667,29.53222703,28.8348024,0.04801499,12.88633742
attrs,Mixed,0.2,10,fold_3,33.57142857,43.45238095,35.72939914,0.049021125,18.46199456
attrs,Mixed,0.2,10,fold_4,36,41.73496873,37.94148547,0.050146914,15.39240335
attrs,Mixed,0.2,10,fold_5,36.15384615,41.47241647,37.53131079,0.048357707,15.22286314
attrs,Mixed,0.5,3,fold_1,48.14814815,26.2049062,30.19400353,0.051017496,9.276655912
attrs,Mixed,0.5,3,fold_2,33.33333333,18.1547619,21.48442201,0.081064614,14.95729943
attrs,Mixed,0.5,3,fold_3,39.39393939,15.2003552,21.45881896,0.089371291,11.96412685
attrs,Mixed,0.5,3,fold_4,36.66666667,14.63369963,19.83333333,0.099107718,21.74392786
attrs,Mixed,0.5,3,fold_5,43.33333333,17.22435897,22.40151515,0.081691599,11.79198785
attrs,Mixed,0.5,5,fold_1,40,30.26262626,30.73902894,0.048769593,7.988942242
attrs,Mixed,0.5,5,fold_2,38.57142857,44.11201893,34.38645499,0.047733017,5.658159443
attrs,Mixed,0.5,5,fold_3,38.33333333,26.88672439,28.77094884,0.046369453,4.960561117
attrs,Mixed,0.5,5,fold_4,40,30.47577423,31.42082591,0.048817436,7.079184989
attrs,Mixed,0.5,5,fold_5,44,23.21139971,29.39555328,0.049481368,11.37961881
attrs,Mixed,0.5,10,fold_1,33.63636364,29.91473173,30.70519273,0.047028477,6.789644718
attrs,Mixed,0.5,10,fold_2,30.66666667,37.31869982,29.44553082,0.045738872,6.657596509
attrs,Mixed,0.5,10,fold_3,35,49.86562049,37.50682596,0.047856112,4.959546785
attrs,Mixed,0.5,10,fold_4,36.92307692,38.61600001,36.12608527,0.05074921,8.290238545
attrs,Mixed,0.5,10,fold_5,43.33333333,40.23415978,40.68325083,0.048152273,10.07793806
attrs,Mixed,0.8,3,fold_1,72.2222,18.7809,29.2289,0.0505601,3.450288943
attrs,Mixed,0.8,3,fold_2,77.7778,17.3943,28.4022,0.0505601,3.450288435
attrs,Mixed,0.8,3,fold_3,72.2222,14.8683,24.5732,0.043963167,3.535850922
attrs,Mixed,0.8,3,fold_4,66.6667,15.3671,24.5454,0.046367466,3.050172627
attrs,Mixed,0.8,3,fold_5,77.7778,20.116,31.3916,0.045581659,4.070135911
attrs,Mixed,0.8,5,fold_1,51.42857143,26.82072829,34.07695062,0.0505601,3.450288943
attrs,Mixed,0.8,5,fold_2,64.44444444,32.12292156,41.51154401,0.043963167,3.535850922
attrs,Mixed,0.8,5,fold_3,57.5,26.12453315,35.40488923,0.046367466,3.050172627
attrs,Mixed,0.8,5,fold_4,57.14285714,29.21768707,37.21273125,0.04344385,3.243728025
attrs,Mixed,0.8,5,fold_5,60,28.8158196,38.16356846,0.051000804,5.424139887
attrs,Mixed,0.8,10,fold_1,46.25,39.91323004,40.62017781,0.051920533,2.823194683
attrs,Mixed,0.8,10,fold_2,43,43.3530417,40.27782946,0.045699239,1.936727977
attrs,Mixed,0.8,10,fold_3,38.88888889,37.01499118,35.65502074,0.044277509,3.00155041
attrs,Mixed,0.8,10,fold_4,47.77777778,50.48941799,46.76680074,0.050080962,3.268748601
attrs,Mixed,0.8,10,fold_5,34.19753086,32.4311491,31.97319991,0.045581659,4.070135911
